hour_utc,pm25,pm10,no2,o3,so2,pm25_n,pm10_n,no2_n,o3_n,so2_n
2019-07-18T05,25.0,46.25,19.075,57.035,3.5,1,1,1,1,1
2019-07-18T06,18.75,34.0,14.05,81.212,2.275,1,1,1,1,1
2019-07-18T07,17.25,31.0,9.825,98.765,2.325,1,1,1,1,1
2019-07-18T08,20.5,45.75,15.975,124.325,4.525,1,1,1,1,1
2019-07-18T09,42.0,108.0,34.45,164.96,10.867,1,1,1,1,1
2019-07-18T10,54.75,156.0,41.5,172.072,8.35,1,1,1,1,1
2019-07-18T11,41.5,127.25,43.75,102.883,5.175,1,1,1,1,1
2019-07-18T12,22.25,94.75,29.475,104.333,3.8,1,1,1,1,1
2019-07-18T13,28.0,106.5,40.45,66.705,3.975,1,1,1,1,1
2019-07-18T14,49.0,152.5,61.9,32.607,4.35,1,1,1,1,1
2019-07-18T15,72.5,215.75,75.875,10.693,4.133,1,1,1,1,1
2019-07-18T16,92.25,338.25,76.225,4.37,4.55,1,1,1,1,1
2019-07-18T17,97.25,341.0,69.05,5.487,4.6,1,1,1,1,1
2019-07-18T18,82.0,271.833,69.916,10.615,4.9,2,2,2,2,2
2019-07-18T19,81.25,314.25,77.475,22.947,6.3,1,1,1,1,1
2019-07-18T20,95.75,342.75,77.325,23.17,6.95,1,1,1,1,1
2019-07-18T21,102.5,314.0,63.2,22.678,7.0,1,1,1,1,1
2019-07-18T22,105.25,316.75,62.8,19.75,5.1,1,1,1,1,1
2019-07-18T23,100.5,272.75,59.5,18.427,4.5,1,1,1,1,1
2019-07-19T00,108.0,261.75,55.5,19.582,6.425,1,1,1,1,1
2019-07-19T01,130.25,298.0,37.8,39.005,223.6,1,1,1,1,1
2019-07-19T02,133.25,289.75,37.275,72.6,9.525,1,1,1,1,1
2019-07-19T03,100.5,226.5,43.25,74.877,41.9,1,1,1,1,1
2019-07-19T04,79.5,199.0,18.375,123.218,22.05,1,1,1,1,1
2019-07-19T05,49.0,139.0,19.7,154.977,14.2,1,1,1,1,1
2019-07-19T06,50.5,142.0,18.575,178.668,13.325,1,1,1,1,1
2019-07-19T07,47.0,150.0,16.425,186.76,11.8,1,1,1,1,1
2019-07-19T08,51.5,147.0,15.95,193.152,10.925,1,1,1,1,1
2019-07-19T09,55.25,145.25,14.1,186.863,11.1,1,1,1,1,1
2019-07-19T10,55.333,139.667,13.667,188.667,13.867,1,1,1,1,1
2019-07-19T11,60.0,138.75,13.6,169.495,14.5,1,1,1,1,1
2019-07-19T12,58.5,141.5,13.5,117.343,9.7,1,1,1,1,1
2019-07-19T13,55.0,156.0,17.4,74.913,8.967,1,1,1,1,1
2019-07-19T14,59.25,167.25,21.325,51.33,7.825,1,1,1,1,1
2019-07-19T15,67.5,181.0,24.5,34.962,7.0,1,1,1,1,1
2019-07-19T16,71.75,200.5,37.7,17.875,6.575,1,1,1,1,1
2019-07-19T17,66.25,217.75,38.95,13.637,5.8,1,1,1,1,1
2019-07-19T18,52.834,202.5,38.416,12.107,5.75,2,2,2,2,2
2019-07-19T19,57.333,196.0,35.933,4.573,5.967,1,1,1,1,1
2019-07-19T20,57.75,175.0,36.975,18.625,5.7,1,1,1,1,1
2019-07-19T21,58.25,170.25,40.0,12.192,5.033,1,1,1,1,1
2019-07-19T22,65.333,193.0,41.1,91.5,4.0,1,1,1,1,1
2019-07-19T23,74.5,217.75,46.975,34.575,5.075,1,1,1,1,1
2019-07-20T00,80.0,222.5,38.8,6.98,6.1,1,1,1,1,1
2019-07-20T01,76.5,219.25,38.7,32.073,221.8,1,1,1,1,1
2019-07-20T02,72.0,238.0,39.6,,8.533,1,1,1,0,1
2019-07-20T03,72.667,246.333,31.633,166.783,16.75,1,1,1,1,1
2019-07-20T04,60.5,255.0,27.65,97.973,18.625,1,1,1,1,1
2019-07-20T05,47.0,173.667,23.233,106.943,14.933,1,1,1,1,1
2019-07-20T06,43.75,148.0,6.675,75.46,10.075,1,1,1,1,1
2019-07-20T07,20.0,57.0,27.3,54.587,5.175,1,1,1,1,1
2019-07-20T08,32.0,63.0,34.3,47.63,4.0,1,1,1,1,1
2019-07-20T09,22.25,38.25,9.775,68.002,4.4,1,1,1,1,1
2019-07-20T10,25.333,49.667,9.8,65.08,4.0,1,1,1,1,1
2019-07-20T11,26.0,55.5,11.925,60.752,3.675,1,1,1,1,1
2019-07-20T12,32.25,63.75,13.5,54.49,3.825,1,1,1,1,1
2019-07-20T13,36.5,80.25,27.025,47.495,4.025,1,1,1,1,1
2019-07-20T14,55.25,126.75,35.7,25.81,4.55,1,1,1,1,1
2019-07-20T15,77.75,141.0,39.4,16.273,4.3,1,1,1,1,1
2019-07-20T16,65.0,141.0,41.125,7.89,4.15,1,1,1,1,1
2019-07-20T17,47.5,111.0,46.225,4.13,3.675,1,1,1,1,1
2019-07-20T18,48.666,100.166,27.117,10.017,3.484,2,2,2,2,2
2019-07-20T19,47.5,93.5,22.0,8.175,4.25,1,1,1,1,1
2019-07-20T20,51.667,101.333,26.5,3.183,3.867,1,1,1,1,1
2019-07-20T21,57.5,113.25,29.425,2.16,3.133,1,1,1,1,1
2019-07-20T22,55.5,120.25,30.775,3.972,2.425,1,1,1,1,1
2019-07-20T23,66.25,134.25,43.15,3.577,5.175,1,1,1,1,1
2019-07-21T00,75.25,151.25,40.125,3.215,7.975,1,1,1,1,1
2019-07-21T01,71.25,161.0,23.0,12.113,225.0,1,1,1,1,1
2019-07-21T02,70.667,159.0,29.0,55.86,10.2,1,1,1,1,1
2019-07-21T03,77.25,169.75,27.075,72.46,13.6,1,1,1,1,1
2019-07-21T04,65.5,155.75,16.2,83.595,7.4,1,1,1,1,1
2019-07-21T05,55.0,143.0,14.9,92.81,6.0,1,1,1,1,1
2019-07-21T06,51.0,143.5,11.65,114.295,6.75,1,1,1,1,1
2019-07-21T07,49.0,141.75,10.625,115.225,7.0,1,1,1,1,1
2019-07-21T08,46.5,126.25,9.025,105.325,10.2,1,1,1,1,1
2019-07-21T09,44.0,113.25,10.35,72.22,6.8,1,1,1,1,1
2019-07-21T10,31.667,88.25,14.4,53.718,4.8,1,1,1,1,1
2019-07-21T11,29.0,52.0,17.1,45.913,3.975,1,1,1,1,1
2019-07-21T12,28.5,48.0,24.975,29.15,4.45,1,1,1,1,1
2019-07-21T13,42.25,74.0,31.85,25.362,4.5,1,1,1,1,1
2019-07-21T14,48.25,108.25,49.275,7.598,5.475,1,1,1,1,1
2019-07-21T15,87.0,202.75,48.275,6.417,6.3,1,1,1,1,1
2019-07-21T16,73.75,237.75,41.95,5.69,7.05,1,1,1,1,1
2019-07-21T17,69.0,245.5,37.475,7.105,6.675,1,1,1,1,1
2019-07-21T18,66.166,213.0,42.534,8.758,7.05,2,2,2,2,2
2019-07-21T19,61.25,177.0,35.05,1.863,6.35,1,1,1,1,1
2019-07-21T20,45.0,122.5,34.175,0.73,5.9,1,1,1,1,1
